Idiom,WiktionaryURL,Pos,Neg,Neu,Inapprop.,Total,%Pos,%Neg,%Neu,sentiment,FilterOut(X),definition,idiom_id
dry powder,https://en.wiktionary.org/wiki/dry_powder,0,1,9,0,10,0.0,0.1,0.9,other,,,
dry run,https://en.wiktionary.org/wiki/dry_run,0,1,9,0,10,0.0,0.1,0.9,other,,A practice; a rehearsal.,1011.0
duck out,https://en.wiktionary.org/wiki/duck_out,0,3,7,0,10,0.0,0.3,0.7,other,,"To depart quickly or exit abruptly, especially in a manner which does not attract notice and before a meeting, event, etc. has concluded. To depart quickly or exit abruptly by way of, especially in a manner which does not attract notice and before a meeting, event, etc. has concluded. To move or act so as to achieve avoidance, escape, or evasion.",
due course,https://en.wiktionary.org/wiki/due_course,0,0,10,0,10,0.0,0.0,1.0,other,,Regular or appropriate passage or occurrence,
duke it out,https://en.wiktionary.org/wiki/duke_it_out,0,6,4,0,10,0.0,0.6,0.4,negative,,,1012.0
dumb down,https://en.wiktionary.org/wiki/dumb_down,1,3,6,0,10,0.1,0.3,0.6,other,,"To convey some subject matter in simple terms, avoiding technical or academic language, especially in a way that is considered condescending. To become simpler in expression or content; to become unacceptably simplistic.",1013.0
dump on,https://en.wiktionary.org/wiki/dump_on,0,9,1,0,10,0.0,0.9,0.1,negative,,,1014.0
dust off,https://en.wiktionary.org/wiki/dust_off,0,0,10,0,10,0.0,0.0,1.0,other,,,1015.0
dust settle,https://en.wiktionary.org/wiki/dust_settle,0,4,6,0,10,0.0,0.4,0.6,other,,,1016.0
duty calls,https://en.wiktionary.org/wiki/duty_calls,0,0,10,0,10,0.0,0.0,1.0,other,,Expresses that the speaker must go and deal with something.,1017.0
dyed in the wool,https://en.wiktionary.org/wiki/dyed_in_the_wool,1,0,9,0,10,0.1,0.0,0.9,other,,"Alternative spelling of dyed-in-the-wool (Set in one's ways, steadfast.)",1018.0
dyed-in-the-wool,https://en.wiktionary.org/wiki/dyed-in-the-wool,0,0,10,0,10,0.0,0.0,1.0,other,,"Firmly established in one's beliefs or habits; having a specified characteristic, identity, etc. deeply ingrained in one's nature.",1019.0
each way,https://en.wiktionary.org/wiki/each_way,0,0,10,0,10,0.0,0.0,1.0,other,,,1020.0
eagle eye,https://en.wiktionary.org/wiki/eagle_eye,9,0,1,0,10,0.9,0.0,0.1,positive,,eagle eye (plural eagle eyes) (idiomatic),1021.0
ear to the ground,https://en.wiktionary.org/wiki/ear_to_the_ground,2,0,8,0,10,0.2,0.0,0.8,other,,The practice or characteristic of carefully gathering information; a state or mindset of attentiveness.,1022.0
early bath,https://en.wiktionary.org/wiki/early_bath,1,3,6,0,10,0.1,0.3,0.6,other,,Being shown a red card in soccer.,1023.0
early bird,https://en.wiktionary.org/wiki/early_bird,5,0,5,0,10,0.5,0.0,0.5,positive,,"A person who wakes early or arrives early, typically before most others.",1024.0
earn one's keep,https://en.wiktionary.org/wiki/earn_one's_keep,7,0,3,0,10,0.7,0.0,0.3,positive,,"To perform satisfactory physical labor or to provide other worthy services in return for remuneration, lodging, or other benefits; to support oneself financially.",1025.0
easier said than done,https://en.wiktionary.org/wiki/easier_said_than_done,0,4,6,0,10,0.0,0.4,0.6,other,,"Easy to propose, but difficult to accomplish.",1026.0
easy on the eye,https://en.wiktionary.org/wiki/easy_on_the_eye,7,0,3,0,10,0.7,0.0,0.3,positive,,Alternative form of easy on the eyes,1027.0
easy on the eyes,https://en.wiktionary.org/wiki/easy_on_the_eyes,10,0,0,0,10,1.0,0.0,0.0,positive,,Physically attractive; beautiful.,1028.0
easy pickings,https://en.wiktionary.org/wiki/easy_pickings,1,3,6,0,10,0.1,0.3,0.6,other,,Something easily acquired or stolen.,1029.0
easy street,https://en.wiktionary.org/wiki/easy_street,6,1,3,0,10,0.6,0.1,0.3,positive,,"Chiefly preceded by on: a carefree lifestyle or situation, especially as resulting from being wealthy.",1030.0
eat humble pie,https://en.wiktionary.org/wiki/eat_humble_pie,4,2,4,0,10,0.4,0.2,0.4,positive,,To admit one's faults; to make a humiliating apology.,1031.0
eat it,https://en.wiktionary.org/wiki/eat_it,0,6,4,0,10,0.0,0.6,0.4,negative,X,used to taunt or end discussion with a conversation partner,
eat one's heart out,https://en.wiktionary.org/wiki/eat_one's_heart_out,0,9,1,0,10,0.0,0.9,0.1,negative,,"To feel overwhelming sorrow, jealousy, or longing; to grieve.",1032.0
eat out,https://en.wiktionary.org/wiki/eat_out,0,0,9,1,10,0.0,0.0,0.9,other,,,1033.0
eat someone alive,https://en.wiktionary.org/wiki/eat_someone_alive,0,8,2,0,10,0.0,0.8,0.2,negative,,,1034.0
eat someone's lunch,https://en.wiktionary.org/wiki/eat_someone's_lunch,2,2,6,0,10,0.2,0.2,0.6,other,,To defeat or best someone thoroughly; to make short work of.,1035.0
eat up,https://en.wiktionary.org/wiki/eat_up,3,0,7,0,10,0.3,0.0,0.7,other,,,1036.0
economical with the truth,https://en.wiktionary.org/wiki/economical_with_the_truth,1,5,4,0,10,0.1,0.5,0.4,negative,,"Not telling the whole truth, especially in order to present a false image of a situation; untruthful; lying. Often used with sarcasm or satire.",
edge out,https://en.wiktionary.org/wiki/edge_out,6,0,4,0,10,0.6,0.0,0.4,positive,,To defeat in a contest or a game by a narrow margin of victory.,1037.0
egg on,https://en.wiktionary.org/wiki/egg_on,3,3,4,0,10,0.3,0.3,0.4,other,,"To encourage or coax a person to do something, especially something foolhardy or reckless.",
elbow grease,https://en.wiktionary.org/wiki/elbow_grease,2,0,8,0,10,0.2,0.0,0.8,other,,"Effort or hard work, especially physical work involving repeated motion of the forearm, such as scrubbing.",1038.0
elbow room,https://en.wiktionary.org/wiki/elbow_room,3,1,6,0,10,0.3,0.1,0.6,other,,,1039.0
elder brother,https://en.wiktionary.org/wiki/elder_brother,0,0,10,0,10,0.0,0.0,1.0,other,,,
elder sister,https://en.wiktionary.org/wiki/elder_sister,0,0,10,0,10,0.0,0.0,1.0,other,,,1040.0
element of surprise,https://en.wiktionary.org/wiki/element_of_surprise,4,0,6,0,10,0.4,0.0,0.6,other,,The strategic advantage afforded to a party when its opposition may be caught by surprise.,1041.0
elephant ears,https://en.wiktionary.org/wiki/elephant_ears,0,1,9,0,10,0.0,0.1,0.9,other,,,1042.0
elephant in the room,https://en.wiktionary.org/wiki/elephant_in_the_room,0,7,3,0,10,0.0,0.7,0.3,negative,,"A problem or difficult issue that is very obvious, but is ignored for the convenience or comfort of those involved.",1043.0
elevator pitch,https://en.wiktionary.org/wiki/elevator_pitch,0,0,10,0,10,0.0,0.0,1.0,other,,,1044.0
eleventh hour,https://en.wiktionary.org/wiki/eleventh_hour,0,1,9,0,10,0.0,0.1,0.9,other,,A point in time which is nearly too late; the last minute.,1045.0
embarrassment of riches,https://en.wiktionary.org/wiki/embarrassment_of_riches,9,1,0,0,10,0.9,0.1,0.0,positive,,An abundance or overabundance of something; too much of a good thing.,1046.0
empty promise,https://en.wiktionary.org/wiki/empty_promise,0,10,0,0,10,0.0,1.0,0.0,negative,,,1047.0
end of,https://en.wiktionary.org/wiki/end_of,0,3,7,0,10,0.0,0.3,0.7,other,,Ellipsis of end of story.,
end of the line,https://en.wiktionary.org/wiki/end_of_the_line,0,5,5,0,10,0.0,0.5,0.5,negative,,"The final cessation or discontinuance of a process, institution, or person, especially one which has existed for a considerable period of time; death.",1048.0
end of the world,https://en.wiktionary.org/wiki/end_of_the_world,0,10,0,0,10,0.0,1.0,0.0,negative,,Any change that seems catastrophic or devastating.,1049.0
end state,https://en.wiktionary.org/wiki/end_state,1,0,9,0,10,0.1,0.0,0.9,other,,,1050.0
end up,https://en.wiktionary.org/wiki/end_up,2,0,8,0,10,0.2,0.0,0.8,other,,,1051.0
enemy combatant,https://en.wiktionary.org/wiki/enemy_combatant,0,4,6,0,10,0.0,0.4,0.6,other,,,
energy level,https://en.wiktionary.org/wiki/energy_level,1,0,9,0,10,0.1,0.0,0.9,other,,,1052.0
engine room,https://en.wiktionary.org/wiki/engine_room,5,0,5,0,10,0.5,0.0,0.5,positive,,The source of power in a team or other group.,1053.0
equal marriage,https://en.wiktionary.org/wiki/equal_marriage,2,0,8,0,10,0.2,0.0,0.8,other,,,1054.0
err on the side of,https://en.wiktionary.org/wiki/err_on_the_side_of,3,1,6,0,10,0.3,0.1,0.6,other,,To behave in a manner which favours or which is biased toward.,1055.0
err on the side of caution,https://en.wiktionary.org/wiki/err_on_the_side_of_caution,1,1,8,0,10,0.1,0.1,0.8,other,,To act in the least risky manner in a situation in which one is uncertain about the consequences.,1056.0
esprit de corps,https://en.wiktionary.org/wiki/esprit_de_corps,4,0,6,0,10,0.4,0.0,0.6,other,,"A shared spirit of comradeship, enthusiasm, and devotion to a cause among the members of a group, for example of a military unit.",1057.0
ethically challenged,https://en.wiktionary.org/wiki/ethically_challenged,0,8,2,0,10,0.0,0.8,0.2,negative,,,
ethnic music,https://en.wiktionary.org/wiki/ethnic_music,1,0,9,0,10,0.1,0.0,0.9,other,,,1058.0
eureka moment,https://en.wiktionary.org/wiki/eureka_moment,9,0,1,0,10,0.9,0.0,0.1,positive,,The moment of a sudden unexpected discovery.,1059.0
even keel,https://en.wiktionary.org/wiki/even_keel,4,0,6,0,10,0.4,0.0,0.6,other,,The state or characteristic of being under control and balanced. The state or characteristic of being well controlled and running smoothly.,1060.0
even money,https://en.wiktionary.org/wiki/even_money,1,0,9,0,10,0.1,0.0,0.9,other,,"By extension, an event that is somewhat likely to happen, but far from inevitable.",1061.0
even the score,https://en.wiktionary.org/wiki/even_the_score,2,4,4,0,10,0.2,0.4,0.4,negative,,To get revenge against someone.,1062.0
ever after,https://en.wiktionary.org/wiki/ever_after,2,0,8,0,10,0.2,0.0,0.8,other,,"forever, for eternity",1063.0
ever so,https://en.wiktionary.org/wiki/ever_so,0,0,10,0,10,0.0,0.0,1.0,other,,,1064.0
every bit,https://en.wiktionary.org/wiki/every_bit,0,0,10,0,10,0.0,0.0,1.0,other,,"Exactly, to its full degree",1065.0
every inch,https://en.wiktionary.org/wiki/every_inch,1,0,9,0,10,0.1,0.0,0.9,other,,"totally, completely",1066.0
every last,https://en.wiktionary.org/wiki/every_last,0,0,10,0,10,0.0,0.0,1.0,other,,every; without exception; used for emphasis,1067.0
every one,https://en.wiktionary.org/wiki/every_one,0,0,10,0,10,0.0,0.0,1.0,other,,,1068.0
every second,https://en.wiktionary.org/wiki/every_second,0,0,10,0,10,0.0,0.0,1.0,other,,,1069.0
every time,https://en.wiktionary.org/wiki/every_time,1,0,9,0,10,0.1,0.0,0.9,other,,Used to express a strong preference for one thing over another.,1070.0
every which way,https://en.wiktionary.org/wiki/every_which_way,1,0,9,0,10,0.1,0.0,0.9,other,,All over; in every direction. In all sorts of ways or manners.,1071.0
everything but the kitchen sink,https://en.wiktionary.org/wiki/everything_but_the_kitchen_sink,0,0,10,0,10,0.0,0.0,1.0,other,,"Almost everything, whether needed or not.",1072.0
evil twin,https://en.wiktionary.org/wiki/evil_twin,0,10,0,0,10,0.0,1.0,0.0,negative,,"A duplicate or counterpart that acts in a contrary, nefarious, or insidious manner.",1073.0
exception that proves the rule,https://en.wiktionary.org/wiki/exception_that_proves_the_rule,1,0,9,0,10,0.1,0.0,0.9,other,,,
excess baggage,https://en.wiktionary.org/wiki/excess_baggage,0,7,3,0,10,0.0,0.7,0.3,negative,,"Something or someone not needed or not wanted; something or someone of little use or importance; something or someone considered burdensome. A dubious or unhelpful mental outlook, emotional disposition, or personal history.",
execution style,https://en.wiktionary.org/wiki/execution_style,0,9,1,0,10,0.0,0.9,0.1,negative,,,1074.0
extra pair of hands,https://en.wiktionary.org/wiki/extra_pair_of_hands,5,0,5,0,10,0.5,0.0,0.5,positive,,The assistance of another person.,1075.0
eye candy,https://en.wiktionary.org/wiki/eye_candy,10,0,0,0,10,1.0,0.0,0.0,positive,,,
eye for an eye,https://en.wiktionary.org/wiki/eye_for_an_eye,0,3,7,0,10,0.0,0.3,0.7,other,,"Compensation for injury caused by a person, in the form of inflicting an identical injury on that person.",1076.0
eye of the beholder,https://en.wiktionary.org/wiki/eye_of_the_beholder,0,0,10,0,10,0.0,0.0,1.0,other,,,1077.0
eye up,https://en.wiktionary.org/wiki/eye_up,0,0,10,0,10,0.0,0.0,1.0,other,,To examine closely something coveted,1078.0
eye-opener,https://en.wiktionary.org/wiki/eye-opener,6,0,4,0,10,0.6,0.0,0.4,positive,,A startling or shocking revelation.,
face down,https://en.wiktionary.org/wiki/face_down,0,4,6,0,10,0.0,0.4,0.6,other,,To confront; to abash by stern looks.,1079.0
face the facts,https://en.wiktionary.org/wiki/face_the_facts,3,1,6,0,10,0.3,0.1,0.6,other,,,1080.0
face the music,https://en.wiktionary.org/wiki/face_the_music,0,7,3,0,10,0.0,0.7,0.3,negative,,To accept or confront the unpleasant consequences of one's actions.,1081.0
face to face,https://en.wiktionary.org/wiki/face_to_face,0,0,10,0,10,0.0,0.0,1.0,other,,,
face value,https://en.wiktionary.org/wiki/face_value,0,0,10,0,10,0.0,0.0,1.0,other,,No more or less than what is stated; a literal or direct meaning or interpretation.,1082.0
fact is,https://en.wiktionary.org/wiki/fact_is,0,0,10,0,10,0.0,0.0,1.0,other,,"actually, in truth",1083.0
factor in,https://en.wiktionary.org/wiki/factor_in,0,0,10,0,10,0.0,0.0,1.0,other,,To consider as a factor.,1084.0
facts on the ground,https://en.wiktionary.org/wiki/facts_on_the_ground,0,0,10,0,10,0.0,0.0,1.0,other,,"The situation in reality as opposed to in the abstract. The presence of military forces in a territory, rendering moot any debate over ownership.",1085.0
fade out,https://en.wiktionary.org/wiki/fade_out,0,1,9,0,10,0.0,0.1,0.9,other,,To slowly disappear.,1086.0
failure to thrive,https://en.wiktionary.org/wiki/failure_to_thrive,0,10,0,0,10,0.0,1.0,0.0,negative,,,1087.0
fair and square,https://en.wiktionary.org/wiki/fair_and_square,9,0,1,0,10,0.9,0.0,0.1,positive,,Totally fairly and undoubtedly. Within the applicable rules. In all fairness; equitably.,1088.0
fair enough,https://en.wiktionary.org/wiki/fair_enough,4,1,5,0,10,0.4,0.1,0.5,other,,"An expression used to concede a point; denotes that, upon consideration, something is correct or reasonable; an expression of acknowledgment or understanding.",1089.0
fair game,https://en.wiktionary.org/wiki/fair_game,6,0,4,0,10,0.6,0.0,0.4,positive,,"Actions permissible by the rules. A goal or an object that may legitimately be sought. An acceptable subject or target for criticism, scrutiny, mockery, or attack.",1090.0
fair sex,https://en.wiktionary.org/wiki/fair_sex,1,3,6,0,10,0.1,0.3,0.6,other,,Women collectively.,
fall apart,https://en.wiktionary.org/wiki/fall_apart,0,9,1,0,10,0.0,0.9,0.1,negative,,To be emotionally in crisis.,1091.0
fall behind,https://en.wiktionary.org/wiki/fall_behind,0,10,0,0,10,0.0,1.0,0.0,negative,,To be late (for a regular event),1092.0
fall between the cracks,https://en.wiktionary.org/wiki/fall_between_the_cracks,0,6,4,0,10,0.0,0.6,0.4,negative,,"To wind up in an unexpected situation which is, inadvertently, invisible to or not handled by whatever process one had hoped to be subject to; to be overlooked.",1093.0
fall by the wayside,https://en.wiktionary.org/wiki/fall_by_the_wayside,0,10,0,0,10,0.0,1.0,0.0,negative,,"To fail to be completed, particularly for lack of interest; to be left out, to suffer from neglect.",1094.0
fall for,https://en.wiktionary.org/wiki/fall_for,0,6,4,0,10,0.0,0.6,0.4,negative,X,or respond to (a scam or trick). To fall in love with.,
fall foul,https://en.wiktionary.org/wiki/fall_foul,0,9,1,0,10,0.0,0.9,0.1,negative,,"To collide; to conflict with; to attack (+ on, of, upon) To be defeated or thwarted (by); to suffer (+ of)",1095.0
fall from grace,https://en.wiktionary.org/wiki/fall_from_grace,0,10,0,0,10,0.0,1.0,0.0,negative,,"To fall from one's current social position to something lower, to lose one's prestige, status or power.",1096.0
fall in line,https://en.wiktionary.org/wiki/fall_in_line,4,0,6,0,10,0.4,0.0,0.6,other,,To submit to the rules of a higher authority; obey; conform.,1097.0
fall into,https://en.wiktionary.org/wiki/fall_into,0,2,8,0,10,0.0,0.2,0.8,other,,without having planned it. To be classified as; to fall under.,1098.0
fall into one's lap,https://en.wiktionary.org/wiki/fall_into_one's_lap,8,0,2,0,10,0.8,0.0,0.2,positive,,"Of something desirable, to be received by someone with little or no effort or by chance.",1099.0
fall into place,https://en.wiktionary.org/wiki/fall_into_place,5,0,5,0,10,0.5,0.0,0.5,positive,,To assume a clear and complete form when separate elements come together; to be fully realized at last.,
fall into the wrong hands,https://en.wiktionary.org/wiki/fall_into_the_wrong_hands,0,10,0,0,10,0.0,1.0,0.0,negative,,"To become the possession of, or be discovered by, an unfriendly third party.",
fall off the wagon,https://en.wiktionary.org/wiki/fall_off_the_wagon,1,8,1,0,10,0.1,0.8,0.1,negative,,To cease or fail at a regimen of self-improvement or reform; to lapse back into an old habit or addiction.,1100.0
fall on deaf ears,https://en.wiktionary.org/wiki/fall_on_deaf_ears,0,8,2,0,10,0.0,0.8,0.2,negative,,,1101.0
fall on hard times,https://en.wiktionary.org/wiki/fall_on_hard_times,0,8,2,0,10,0.0,0.8,0.2,negative,,,1102.0
fall on one's face,https://en.wiktionary.org/wiki/fall_on_one's_face,0,10,0,0,10,0.0,1.0,0.0,negative,,"To fail, especially in a dramatic or particularly decisive manner.",1103.0
fall on one's sword,https://en.wiktionary.org/wiki/fall_on_one's_sword,0,7,3,0,10,0.0,0.7,0.3,negative,,"To resign from a job or other position of responsibility, especially when pressured to do so. To voluntarily take the blame for a situation.",1104.0
fall out,https://en.wiktionary.org/wiki/fall_out,0,10,0,0,10,0.0,1.0,0.0,negative,,To cease to be on friendly terms.,1105.0
